"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000398698","0.106","0.0","0.0","0.324","0.0",,"0.0","0.617","0.417"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000363089","0.14","0.0","0.0","0.093","0.0",,"0.0","0.643","0.579"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000357709","0.654","0.055","0.0","0.162","0.0",,"0.0","0.755","0.21"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000364210","0.091","0.0","0.0","0.41","0.0",,"0.0","0.988","0.981"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.324","0.0",,"0.0","0.477","0.259"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357726","0.117","0.0","0.0","0.0","0.0",,"0.0","0.512","0.469"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357711","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357711","0.0","0.0","0.0","0.0","0.0",,"0.0","0.596","0.596"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000357721","0.08","0.0","0.0","0.0","0.0",,"0.0","0.701","0.689"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000392767","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000392767","0.172","0.0","0.0","0.0","0.0",,"0.0","0.755","0.717"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.9","0.0",,"0.0","0.983","0.84"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.0","0.0",,"0.0","0.447","0.447"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000385675","0.049","0.0","0.0","0.0","0.0",,"0.0","0.451","0.447"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000392767","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000392767","0.0","0.0","0.0","0.0","0.0",,"0.0","0.584","0.584"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000363089","0.0","0.0","0.0","0.0","0.0",,"0.0","0.59","0.59"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357721","0.398","0.0","0.0","0.303","0.0",,"0.0","0.775","0.507"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357727","0.4","0.0","0.0","0.309","0.0",,"0.0","0.863","0.698"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.0","0.0",,"0.0","0.876","0.876"
"pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000357711 (pp) 9606.ENSP00000357726","0.118","0.0","0.0","0.0","0.0",,"0.0","0.936","0.931"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000385675","0.106","0.0","0.0","0.0","0.0",,"0.0","0.555","0.522"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000380948","0.262","0.0","0.0","0.0","0.0",,"0.0","0.563","0.432"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000398698","0.164","0.0","0.0","0.0","0.0",,"0.0","0.569","0.506"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000364210","0.103","0.0","0.0","0.05","0.0",,"0.0","0.634","0.606"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000367851","0.242","0.0","0.5","0.046","0.0",,"0.0","0.659","0.168"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000415743","0.167","0.0","0.5","0.112","0.0",,"0.0","0.662","0.193"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000363089","0.183","0.0","0.5","0.093","0.0",,"0.0","0.907","0.779"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000357726","0.988","0.0","0.0","0.046","0.0",,"0.0","0.995","0.591"
"pp","9606.ENSP00000357721 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000357721 (pp) 9606.ENSP00000357727","0.999","0.125","0.9","0.977","0.0",,"0.0","0.999","0.988"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000436126","0.071","0.0","0.0","0.0","0.0",,"0.0","0.4","0.38"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000367851","0.256","0.0","0.0","0.046","0.0",,"0.0","0.412","0.238"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000385675","0.088","0.0","0.0","0.0","0.0",,"0.0","0.531","0.507"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000398698","0.153","0.0","0.0","0.0","0.0",,"0.0","0.54","0.479"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000380948","0.231","0.0","0.0","0.0","0.0",,"0.0","0.556","0.446"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000362057","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000362057","0.096","0.0","0.0","0.046","0.0",,"0.0","0.567","0.538"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000384906","0.055","0.0","0.4","0.0","0.0",,"0.0","0.621","0.386"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000415743","0.187","0.0","0.0","0.112","0.0",,"0.0","0.674","0.585"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000357727","0.892","0.079","0.0","0.0","0.0",,"0.0","0.94","0.452"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000363089","0.218","0.0","0.0","0.093","0.0",,"0.0","0.97","0.962"
"pp","9606.ENSP00000357726 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357726 (pp) 9606.ENSP00000364210","0.106","0.0","0.5","0.41","0.0",,"0.0","0.999","0.997"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000407586","0.046","0.0","0.0","0.102","0.0",,"0.0","0.467","0.428"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000385675","0.104","0.0","0.0","0.0","0.0",,"0.0","0.468","0.43"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000380948","0.367","0.0","0.0","0.0","0.0",,"0.0","0.514","0.263"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000398698","0.175","0.0","0.0","0.0","0.0",,"0.0","0.514","0.435"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000498321","0.133","0.0","0.0","0.078","0.0",,"0.0","0.565","0.499"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000364210","0.111","0.0","0.0","0.05","0.0",,"0.0","0.649","0.618"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000367851","0.29","0.0","0.5","0.046","0.0",,"0.0","0.792","0.458"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000415743","0.181","0.0","0.5","0.112","0.0",,"0.0","0.806","0.53"
"pp","9606.ENSP00000357727 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000357727 (pp) 9606.ENSP00000363089","0.198","0.0","0.5","0.093","0.0",,"0.0","0.969","0.926"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000371067","0.079","0.0","0.5","0.11","0.0",,"0.0","0.852","0.683"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000364210","0.057","0.0","0.9","0.068","0.0",,"0.0","0.904","0.0"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000407586","0.0","0.05","0.9","0.33","0.0",,"0.0","0.932","0.059"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000363089","0.059","0.0","0.0","0.045","0.0",,"0.0","0.422","0.408"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000398698","0.042","0.0","0.0","0.0","0.0",,"0.0","0.475","0.475"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.541","0.541"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000364210","0.488","0.0","0.0","0.0","0.0",,"0.0","0.776","0.582"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000397082","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000397082","0.573","0.104","0.4","0.287","0.0",,"0.0","0.851","0.228"
"pp","9606.ENSP00000361366 (pp) 9606.ENSP00000499683","false","pp","9606.ENSP00000361366 (pp) 9606.ENSP00000499683","0.501","0.0","0.5","0.0","0.0",,"0.0","0.985","0.946"
"pp","9606.ENSP00000362057 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000362057 (pp) 9606.ENSP00000363089","0.074","0.0","0.0","0.045","0.0",,"0.0","0.476","0.455"
"pp","9606.ENSP00000362057 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000362057 (pp) 9606.ENSP00000385675","0.095","0.0","0.0","0.0","0.0",,"0.0","0.575","0.55"
"pp","9606.ENSP00000362057 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000362057 (pp) 9606.ENSP00000398698","0.086","0.0","0.0","0.0","0.0",,"0.0","0.63","0.612"
"pp","9606.ENSP00000362057 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000362057 (pp) 9606.ENSP00000364210","0.074","0.0","0.9","0.0","0.0",,"0.0","0.925","0.256"
"pp","9606.ENSP00000362057 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000362057 (pp) 9606.ENSP00000367851","0.064","0.061","0.9","0.0","0.0",,"0.0","0.998","0.983"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000436126","0.042","0.0","0.0","0.0","0.0",,"0.0","0.598","0.598"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000380948","0.251","0.0","0.0","0.057","0.0",,"0.0","0.672","0.572"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000384906","0.042","0.0","0.0","0.0","0.0",,"0.0","0.744","0.744"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000371067","0.18","0.0","0.0","0.1","0.0",,"0.0","0.793","0.741"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000367851","0.269","0.0","0.0","0.045","0.0",,"0.0","0.902","0.871"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.0","0.0",,"0.0","0.94","0.94"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000398698","0.125","0.0","0.0","0.0","0.0",,"0.0","0.969","0.966"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000385675","0.104","0.0","0.0","0.0","0.0",,"0.0","0.973","0.971"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000415743","0.26","0.0","0.5","0.292","0.0",,"0.0","0.998","0.995"
"pp","9606.ENSP00000363089 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000363089 (pp) 9606.ENSP00000498321","0.158","0.0","0.9","0.974","0.0",,"0.0","0.999","0.992"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000398698","0.072","0.0","0.0","0.0","0.0",,"0.0","0.632","0.62"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000498321","0.067","0.0","0.0","0.339","0.0",,"0.0","0.652","0.48"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000367668","0.0","0.0","0.0","0.0","0.0",,"0.0","0.658","0.658"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000385675","0.045","0.0","0.0","0.0","0.0",,"0.0","0.666","0.665"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000436126","0.0","0.0","0.0","0.0","0.0",,"0.0","0.672","0.672"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000397082","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000397082","0.579","0.0","0.0","0.0","0.0",,"0.0","0.722","0.366"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000415743","0.105","0.0","0.0","0.0","0.0",,"0.0","0.734","0.716"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000499683","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000499683","0.686","0.0","0.0","0.0","0.0",,"0.0","0.807","0.412"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000380948","0.086","0.0","0.0","0.0","0.0",,"0.0","0.821","0.813"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000384906","0.0","0.0","0.5","0.0","0.0",,"0.0","0.835","0.684"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000407586","0.057","0.0","0.9","0.068","0.0",,"0.0","0.915","0.155"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000371067","0.0","0.0","0.9","0.053","0.0",,"0.0","0.92","0.224"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000367851","0.116","0.0","0.9","0.0","0.0",,"0.0","0.939","0.372"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000392767","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000392767","0.0","0.0","0.0","0.9","0.0",,"0.0","0.954","0.564"
"pp","9606.ENSP00000364210 (pp) 9606.ENSP00000373706","false","pp","9606.ENSP00000364210 (pp) 9606.ENSP00000373706","0.0","0.0","0.9","0.294","0.0",,"0.0","0.972","0.641"
"pp","9606.ENSP00000367668 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000367668 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.405","0.405"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000415743","0.179","0.0","0.0","0.0","0.0",,"0.0","0.552","0.477"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000371067","0.192","0.0","0.0","0.063","0.0",,"0.0","0.604","0.518"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000385675","0.093","0.0","0.0","0.0","0.0",,"0.0","0.708","0.691"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000398698","0.168","0.0","0.0","0.0","0.0",,"0.0","0.721","0.679"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000498321","0.121","0.0","0.0","0.095","0.0",,"0.0","0.739","0.698"
"pp","9606.ENSP00000367851 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000367851 (pp) 9606.ENSP00000380948","0.512","0.0","0.0","0.0","0.0",,"0.0","0.816","0.638"
"pp","9606.ENSP00000371067 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000371067 (pp) 9606.ENSP00000415743","0.128","0.0","0.0","0.0","0.0",,"0.0","0.417","0.358"
"pp","9606.ENSP00000371067 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000371067 (pp) 9606.ENSP00000498321","0.116","0.0","0.0","0.095","0.0",,"0.0","0.639","0.585"
"pp","9606.ENSP00000371067 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000371067 (pp) 9606.ENSP00000407586","0.074","0.0","0.5","0.11","0.0",,"0.0","0.781","0.531"
"pp","9606.ENSP00000371067 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000371067 (pp) 9606.ENSP00000398698","0.118","0.0","0.0","0.057","0.0",,"0.0","0.801","0.78"
"pp","9606.ENSP00000371067 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000371067 (pp) 9606.ENSP00000385675","0.092","0.0","0.9","0.0","0.0",,"0.0","0.995","0.952"
"pp","9606.ENSP00000373706 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000373706 (pp) 9606.ENSP00000498321","0.086","0.0","0.0","0.0","0.0",,"0.0","0.497","0.472"
"pp","9606.ENSP00000380948 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000380948 (pp) 9606.ENSP00000498321","0.179","0.0","0.0","0.0","0.0",,"0.0","0.487","0.4"
"pp","9606.ENSP00000380948 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000380948 (pp) 9606.ENSP00000385675","0.1","0.0","0.0","0.0","0.0",,"0.0","0.64","0.616"
"pp","9606.ENSP00000380948 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000380948 (pp) 9606.ENSP00000398698","0.177","0.0","0.0","0.0","0.0",,"0.0","0.727","0.682"
"pp","9606.ENSP00000380948 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000380948 (pp) 9606.ENSP00000415743","0.172","0.0","0.0","0.0","0.0",,"0.0","0.809","0.778"
"pp","9606.ENSP00000384906 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000384906 (pp) 9606.ENSP00000415743","0.068","0.0","0.0","0.0","0.0",,"0.0","0.529","0.516"
"pp","9606.ENSP00000384906 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000384906 (pp) 9606.ENSP00000398698","0.044","0.0","0.0","0.0","0.0",,"0.0","0.727","0.727"
"pp","9606.ENSP00000384906 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000384906 (pp) 9606.ENSP00000385675","0.074","0.0","0.4","0.0","0.0",,"0.0","0.905","0.844"
"pp","9606.ENSP00000384906 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000384906 (pp) 9606.ENSP00000436126","0.779","0.049","0.54","0.174","0.0",,"0.0","0.975","0.741"
"pp","9606.ENSP00000385675 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000385675 (pp) 9606.ENSP00000407586","0.059","0.0","0.0","0.0","0.0",,"0.0","0.411","0.4"
"pp","9606.ENSP00000385675 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000385675 (pp) 9606.ENSP00000415743","0.105","0.0","0.0","0.0","0.0",,"0.0","0.73","0.71"
"pp","9606.ENSP00000385675 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000385675 (pp) 9606.ENSP00000436126","0.084","0.0","0.0","0.0","0.0",,"0.0","0.845","0.838"
"pp","9606.ENSP00000385675 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000385675 (pp) 9606.ENSP00000498321","0.107","0.0","0.0","0.0","0.0",,"0.0","0.949","0.945"
"pp","9606.ENSP00000385675 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000385675 (pp) 9606.ENSP00000398698","0.261","0.0","0.4","0.0","0.0",,"0.0","0.994","0.989"
"pp","9606.ENSP00000397082 (pp) 9606.ENSP00000499683","false","pp","9606.ENSP00000397082 (pp) 9606.ENSP00000499683","0.77","0.0","0.5","0.0","0.0",,"0.0","0.998","0.985"
"pp","9606.ENSP00000398698 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000398698 (pp) 9606.ENSP00000407586","0.067","0.0","0.0","0.0","0.0",,"0.0","0.582","0.57"
"pp","9606.ENSP00000398698 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000398698 (pp) 9606.ENSP00000415743","0.122","0.0","0.0","0.0","0.0",,"0.0","0.711","0.685"
"pp","9606.ENSP00000398698 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000398698 (pp) 9606.ENSP00000436126","0.044","0.0","0.0","0.0","0.0",,"0.0","0.723","0.723"
"pp","9606.ENSP00000398698 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000398698 (pp) 9606.ENSP00000498321","0.129","0.0","0.0","0.0","0.0",,"0.0","0.939","0.933"
"pp","9606.ENSP00000407586 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000407586 (pp) 9606.ENSP00000498321","0.058","0.0","0.0","0.0","0.0",,"0.0","0.525","0.516"
"pp","9606.ENSP00000415743 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000415743 (pp) 9606.ENSP00000436126","0.064","0.0","0.0","0.0","0.0",,"0.0","0.52","0.509"
"pp","9606.ENSP00000415743 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000415743 (pp) 9606.ENSP00000498321","0.123","0.0","0.0","0.0","0.0",,"0.0","0.646","0.613"
